message_id,channel_id,author_id,username,message_content,created_at1245652496773550104,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:18:18.335000+00:00
1245652403445825597,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:17:56.084000+00:00
1245652110322696223,852476183065002017,937003246680158208,Lovme Ol Hademe,Done.,2024-05-30 08:16:46.198000+00:00
1245651854340132889,852476183065002017,937003246680158208,Lovme Ol Hademe,Done.,2024-05-30 08:15:45.167000+00:00
1245651588119265321,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:14:41.695000+00:00
1245651427846656010,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:14:03.483000+00:00
1245649859101331506,852476183065002017,937003246680158208,Lovme Ol Hademe,Done.,2024-05-30 08:07:49.465000+00:00
1245649772891607070,852476183065002017,937003246680158208,Lovme Ol Hademe,Done.,2024-05-30 08:07:28.911000+00:00
1245649553575772210,852476183065002017,937003246680158208,Lovme Ol Hademe,Done.,2024-05-30 08:06:36.622000+00:00
1245648541289025598,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:02:35.274000+00:00
1245648308723126312,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:01:39.826000+00:00
1245648185469173772,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:01:10.440000+00:00
1245647996289421363,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 08:00:25.336000+00:00
1245647847706198057,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:59:49.911000+00:00
1245647713396199507,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:59:17.889000+00:00
1245647597155254315,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:58:50.175000+00:00
1245647171475341332,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:57:08.685000+00:00
1245646624743489538,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:54:58.334000+00:00
1245646241740623894,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:53:27.019000+00:00
1245645918087417886,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:52:09.854000+00:00
1245645777200746567,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:51:36.264000+00:00
1245645108481757185,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:48:56.829000+00:00
1245644599377137695,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:46:55.449000+00:00
1245644114066804757,852476183065002017,937003246680158208,Lovme Ol Hademe,Wait...,2024-05-30 07:44:59.742000+00:00
1244918856653340724,852476183065002017,439205512425504771,NotSoBot,,2024-05-28 07:43:04.900000+00:00
1244918854463914004,852476183065002017,459250601314746375,batman4496,.caption /blackjack all,2024-05-28 07:43:04.378000+00:00
1244918808880218119,852476183065002017,439205512425504771,NotSoBot,,2024-05-28 07:42:53.510000+00:00
1244918803742068818,852476183065002017,459250601314746375,batman4496,.img chad face,2024-05-28 07:42:52.285000+00:00
1244116164268003409,852476183065002017,459250601314746375,batman4496,.speechbubble,2024-05-26 02:33:28.122000+00:00
1243948931461677107,852476183065002017,439205512425504771,NotSoBot,,2024-05-25 15:28:56.714000+00:00
1243948929176047806,852476183065002017,459250601314746375,batman4496,.caption good night,2024-05-25 15:28:56.169000+00:00
1243948730403782670,852476183065002017,439205512425504771,NotSoBot,,2024-05-25 15:28:08.778000+00:00
1243948727027109968,852476183065002017,459250601314746375,batman4496,.caption good morning,2024-05-25 15:28:07.973000+00:00
1243948705699336223,852476183065002017,459250601314746375,batman4496,,2024-05-25 15:28:02.888000+00:00
1240219639653335092,852476183065002017,439205512425504771,NotSoBot,,2024-05-15 08:30:04.260000+00:00
1240219636889288764,852476183065002017,459250601314746375,batman4496,.e <:unkenny:956164564536401980>,2024-05-15 08:30:03.601000+00:00
1240219361868779552,852476183065002017,439205512425504771,NotSoBot,,2024-05-15 08:28:58.031000+00:00
1240219358349754389,852476183065002017,459250601314746375,batman4496,.e <:boohoo:897876287996166185>,2024-05-15 08:28:57.192000+00:00
1227921114450104381,852476183065002017,937003246680158208,Lovme Ol Hademe,,2024-04-11 10:00:07.356000+00:00
1227914014936272949,852476183065002017,937003246680158208,Lovme Ol Hademe,,2024-04-11 09:31:54.700000+00:00
1227560522040348723,852476183065002017,937003246680158208,Lovme Ol Hademe,,2024-04-10 10:07:15.426000+00:00
1227559983143587951,852476183065002017,937003246680158208,Lovme Ol Hademe,,2024-04-10 10:05:06.943000+00:00
1227559518511300638,852476183065002017,937003246680158208,Lovme Ol Hademe,,2024-04-10 10:03:16.166000+00:00
1220703359464378378,852476183065002017,439205512425504771,NotSoBot,,2024-03-22 11:59:20.468000+00:00
1220703353986744340,852476183065002017,459250601314746375,batman4496,.ocr,2024-03-22 11:59:19.162000+00:00
1217495893234941994,852476183065002017,439205512425504771,NotSoBot,,2024-03-13 15:34:00.927000+00:00
1217495884363989132,852476183065002017,459250601314746375,batman4496,.bg remove,2024-03-13 15:33:58.812000+00:00
1215548373550235658,852476183065002017,439205512425504771,NotSoBot,,2024-03-08 06:35:16.051000+00:00
1215548370735595610,852476183065002017,459250601314746375,batman4496,.ocr,2024-03-08 06:35:15.380000+00:00
1214586837037744188,852476183065002017,459250601314746375,batman4496,.caption balls:,2024-03-05 14:54:27.882000+00:00
1214586798525775882,852476183065002017,459250601314746375,batman4496,https://tenor.com/view/sidharth-shukla-bb13-bigg-boss13-pose-handsome-gif-17305696,2024-03-05 14:54:18.700000+00:00
1212272931741245501,852476183065002017,459250601314746375,batman4496,,2024-02-28 05:39:49.869000+00:00
1211687771035402311,852476183065002017,459250601314746375,batman4496,,2024-02-26 14:54:36.685000+00:00
1211687626881372222,852476183065002017,459250601314746375,batman4496,,2024-02-26 14:54:02.316000+00:00
1211674682743455794,852476183065002017,459250601314746375,batman4496,,2024-02-26 14:02:36.193000+00:00
1211642321016332328,852476183065002017,459250601314746375,batman4496,,2024-02-26 11:54:00.556000+00:00
1211618922491805706,852476183065002017,459250601314746375,batman4496,,2024-02-26 10:21:01.913000+00:00
1210409598985437244,852476183065002017,439205512425504771,NotSoBot,,2024-02-23 02:15:36.721000+00:00
1210409581457449000,852476183065002017,459250601314746375,batman4496,.sharpen,2024-02-23 02:15:32.542000+00:00
1210409566383251527,852476183065002017,439205512425504771,NotSoBot,,2024-02-23 02:15:28.948000+00:00
1210409523198689280,852476183065002017,459250601314746375,batman4496,.enlarge,2024-02-23 02:15:18.652000+00:00
1210409503497916476,852476183065002017,459250601314746375,batman4496,https://www.youtube.com/live/zB-iGUaZe-w?si=GRw6CSYieXA5I2cL,2024-02-23 02:15:13.955000+00:00
1210135087069405224,852476183065002017,459250601314746375,batman4496,.remove bg,2024-02-22 08:04:47.980000+00:00
1209831165574385764,852476183065002017,459250601314746375,batman4496,https://tenor.com/view/bjorn-heathen-army-vikings-bjorn-army-gif-20290417,2024-02-21 11:57:07.449000+00:00
1208090778937720875,852476183065002017,459250601314746375,batman4496,https://onlineautosparts.com/,2024-02-16 16:41:26.940000+00:00
1208089671444471818,852476183065002017,459250601314746375,batman4496,https://onlineautosparts.com/terms-and-warranty.php,2024-02-16 16:37:02.893000+00:00
